"Trends","Search volume","Started","Ended","Trend breakdown","Explore link"
"jimmy snuggerud","500+","April 30, 2025 at 9:00:00 PM UTC-6","April 30, 2025 at 10:10:00 PM UTC-6","jimmy snuggerud","https://trends.google.com/trends/explore?q=jimmy%20snuggerud&geo=US&hl=en-US"
"alex rodriguez","500+","April 30, 2025 at 10:50:00 PM UTC-6","May 1, 2025 at 12:00:00 AM UTC-6","alex rodriguez","https://trends.google.com/trends/explore?q=alex%20rodriguez&geo=US&hl=en-US"
"cagliari vs udinese","500+","May 3, 2025 at 7:00:00 AM UTC-6","May 3, 2025 at 8:30:00 AM UTC-6","cagliari vs udinese","https://trends.google.com/trends/explore?q=cagliari%20vs%20udinese&geo=US&hl=en-US"
"kelly loeffler","1K+","April 30, 2025 at 10:40:00 AM UTC-6","April 30, 2025 at 11:50:00 AM UTC-6","kelly loeffler,sba","https://trends.google.com/trends/explore?q=kelly%20loeffler&geo=US&hl=en-US"
"harry styles","200+","May 3, 2025 at 10:40:00 PM UTC-6","May 3, 2025 at 11:30:00 PM UTC-6","harry styles","https://trends.google.com/trends/explore?q=harry%20styles&geo=US&hl=en-US"
"fox business","1K+","April 30, 2025 at 8:10:00 AM UTC-6","April 30, 2025 at 9:30:00 AM UTC-6","fox business,fslr stock","https://trends.google.com/trends/explore?q=fox%20business&geo=US&hl=en-US"
"gemini google","1K+","April 30, 2025 at 8:50:00 AM UTC-6","April 30, 2025 at 12:00:00 PM UTC-6","gemini google","https://trends.google.com/trends/explore?q=gemini%20google&geo=US&hl=en-US"
"spencer torkelson","100+","May 4, 2025 at 4:50:00 AM UTC-6","May 4, 2025 at 5:50:00 AM UTC-6","spencer torkelson","https://trends.google.com/trends/explore?q=spencer%20torkelson&geo=US&hl=en-US"
"cruise line","500+","April 30, 2025 at 4:00:00 AM UTC-6","April 30, 2025 at 5:10:00 AM UTC-6","cruise line","https://trends.google.com/trends/explore?q=cruise%20line&geo=US&hl=en-US"
"santos escobar","200+","May 2, 2025 at 8:10:00 PM UTC-6","May 2, 2025 at 9:20:00 PM UTC-6","santos escobar","https://trends.google.com/trends/explore?q=santos%20escobar&geo=US&hl=en-US"
"steve ballmer","500+","May 1, 2025 at 9:50:00 PM UTC-6","May 1, 2025 at 10:50:00 PM UTC-6","steve ballmer","https://trends.google.com/trends/explore?q=steve%20ballmer&geo=US&hl=en-US"
"aj minter","1K+","April 29, 2025 at 2:30:00 PM UTC-6","April 29, 2025 at 4:00:00 PM UTC-6","aj minter","https://trends.google.com/trends/explore?q=aj%20minter&geo=US&hl=en-US"
"temple university","500+","May 1, 2025 at 6:20:00 AM UTC-6","May 1, 2025 at 6:50:00 PM UTC-6","temple university","https://trends.google.com/trends/explore?q=temple%20university&geo=US&hl=en-US"
"outbreak","100+","May 4, 2025 at 1:10:00 AM UTC-6","May 4, 2025 at 2:10:00 AM UTC-6","outbreak","https://trends.google.com/trends/explore?q=outbreak&geo=US&hl=en-US"
"tricia mclaughlin","200+","May 2, 2025 at 4:30:00 AM UTC-6","May 2, 2025 at 5:40:00 AM UTC-6","tricia mclaughlin","https://trends.google.com/trends/explore?q=tricia%20mclaughlin&geo=US&hl=en-US"
"darius adams","1K+","April 29, 2025 at 4:30:00 PM UTC-6","April 29, 2025 at 5:40:00 PM UTC-6","darius adams,darius adams basketball","https://trends.google.com/trends/explore?q=darius%20adams&geo=US&hl=en-US"
"walter goggins","200+","May 3, 2025 at 10:10:00 PM UTC-6","May 3, 2025 at 11:00:00 PM UTC-6","walter goggins","https://trends.google.com/trends/explore?q=walter%20goggins&geo=US&hl=en-US"
"declan rice","1K+","April 29, 2025 at 2:10:00 PM UTC-6","April 29, 2025 at 3:30:00 PM UTC-6","declan rice","https://trends.google.com/trends/explore?q=declan%20rice&geo=US&hl=en-US"
"kaitlan collins","500+","May 2, 2025 at 7:30:00 PM UTC-6","May 2, 2025 at 9:00:00 PM UTC-6","kaitlan collins","https://trends.google.com/trends/explore?q=kaitlan%20collins&geo=US&hl=en-US"
"dewald brevis","1K+","April 30, 2025 at 9:00:00 AM UTC-6","April 30, 2025 at 10:00:00 AM UTC-6","dewald brevis","https://trends.google.com/trends/explore?q=dewald%20brevis&geo=US&hl=en-US"
"jose ramirez","500+","May 1, 2025 at 5:00:00 PM UTC-6","May 1, 2025 at 6:00:00 PM UTC-6","jose ramirez","https://trends.google.com/trends/explore?q=jose%20ramirez&geo=US&hl=en-US"
"michael keaton","500+","May 1, 2025 at 9:20:00 PM UTC-6","May 1, 2025 at 10:40:00 PM UTC-6","michael keaton","https://trends.google.com/trends/explore?q=michael%20keaton&geo=US&hl=en-US"
"greenville sc","500+","May 2, 2025 at 7:30:00 PM UTC-6","May 2, 2025 at 8:30:00 PM UTC-6","greenville sc","https://trends.google.com/trends/explore?q=greenville%20sc&geo=US&hl=en-US"
"yom haatzmaut","500+","May 1, 2025 at 5:40:00 AM UTC-6","May 1, 2025 at 7:30:00 AM UTC-6","yom haatzmaut","https://trends.google.com/trends/explore?q=yom%20haatzmaut&geo=US&hl=en-US"
"cruise line","500+","May 1, 2025 at 6:40:00 AM UTC-6","May 1, 2025 at 7:40:00 AM UTC-6","cruise line","https://trends.google.com/trends/explore?q=cruise%20line&geo=US&hl=en-US"
"north carolina courage vs utah royals fc","200+","May 3, 2025 at 7:50:00 PM UTC-6","May 3, 2025 at 8:30:00 PM UTC-6","north carolina courage vs utah royals fc","https://trends.google.com/trends/explore?q=north%20carolina%20courage%20vs%20utah%20royals%20fc&geo=US&hl=en-US"
"hannah hidalgo","500+","May 3, 2025 at 12:40:00 PM UTC-6","May 3, 2025 at 1:20:00 PM UTC-6","hannah hidalgo","https://trends.google.com/trends/explore?q=hannah%20hidalgo&geo=US&hl=en-US"
"corey heim","200+","May 2, 2025 at 9:00:00 PM UTC-6","May 2, 2025 at 10:10:00 PM UTC-6","corey heim","https://trends.google.com/trends/explore?q=corey%20heim&geo=US&hl=en-US"
"kidz stock","200+","May 2, 2025 at 3:50:00 AM UTC-6","May 2, 2025 at 5:50:00 AM UTC-6","kidz stock","https://trends.google.com/trends/explore?q=kidz%20stock&geo=US&hl=en-US"
"app stock","500+","April 30, 2025 at 6:10:00 AM UTC-6","April 30, 2025 at 8:10:00 AM UTC-6","app stock","https://trends.google.com/trends/explore?q=app%20stock&geo=US&hl=en-US"
"niagara falls","1K+","April 30, 2025 at 6:30:00 PM UTC-6","April 30, 2025 at 7:50:00 PM UTC-6","niagara falls","https://trends.google.com/trends/explore?q=niagara%20falls&geo=US&hl=en-US"
"rocket mortgage","500+","April 30, 2025 at 4:30:00 AM UTC-6","April 30, 2025 at 6:30:00 AM UTC-6","rocket mortgage","https://trends.google.com/trends/explore?q=rocket%20mortgage&geo=US&hl=en-US"
"martin st louis","500+","April 30, 2025 at 7:50:00 PM UTC-6","April 30, 2025 at 9:00:00 PM UTC-6","martin st louis","https://trends.google.com/trends/explore?q=martin%20st%20louis&geo=US&hl=en-US"
"sylvester stallone","500+","April 29, 2025 at 10:00:00 PM UTC-6","April 30, 2025 at 12:50:00 AM UTC-6","sylvester stallone","https://trends.google.com/trends/explore?q=sylvester%20stallone&geo=US&hl=en-US"
"elissa slotkin","200+","May 1, 2025 at 9:30:00 PM UTC-6","May 1, 2025 at 10:40:00 PM UTC-6","elissa slotkin","https://trends.google.com/trends/explore?q=elissa%20slotkin&geo=US&hl=en-US"
"boogie woogie masked singer","1K+","April 30, 2025 at 6:30:00 PM UTC-6","April 30, 2025 at 7:20:00 PM UTC-6","boogie woogie masked singer","https://trends.google.com/trends/explore?q=boogie%20woogie%20masked%20singer&geo=US&hl=en-US"
"montréal vs toronto","1K+","April 30, 2025 at 4:20:00 PM UTC-6","April 30, 2025 at 5:40:00 PM UTC-6","montréal vs toronto","https://trends.google.com/trends/explore?q=montr%C3%A9al%20vs%20toronto&geo=US&hl=en-US"
"coby mayo","200+","May 3, 2025 at 11:10:00 AM UTC-6","May 3, 2025 at 9:00:00 PM UTC-6","coby mayo","https://trends.google.com/trends/explore?q=coby%20mayo&geo=US&hl=en-US"
"cam fowler","500+","May 2, 2025 at 8:00:00 PM UTC-6","May 2, 2025 at 8:50:00 PM UTC-6","cam fowler","https://trends.google.com/trends/explore?q=cam%20fowler&geo=US&hl=en-US"
"willem dafoe","1K+","April 30, 2025 at 8:20:00 PM UTC-6","April 30, 2025 at 9:30:00 PM UTC-6","willem dafoe","https://trends.google.com/trends/explore?q=willem%20dafoe&geo=US&hl=en-US"
"weather dc","100+","May 4, 2025 at 5:40:00 AM UTC-6","May 4, 2025 at 6:40:00 AM UTC-6","weather dc","https://trends.google.com/trends/explore?q=weather%20dc&geo=US&hl=en-US"
"economic calendar","500+","May 2, 2025 at 6:30:00 AM UTC-6","May 2, 2025 at 7:30:00 AM UTC-6","economic calendar","https://trends.google.com/trends/explore?q=economic%20calendar&geo=US&hl=en-US"
"waco weather","500+","May 2, 2025 at 1:50:00 PM UTC-6","May 2, 2025 at 2:50:00 PM UTC-6","waco weather","https://trends.google.com/trends/explore?q=waco%20weather&geo=US&hl=en-US"
"jack dreyer","500+","April 29, 2025 at 8:30:00 PM UTC-6","April 29, 2025 at 10:00:00 PM UTC-6","jack dreyer","https://trends.google.com/trends/explore?q=jack%20dreyer&geo=US&hl=en-US"
"alexis diaz","1K+","April 30, 2025 at 1:00:00 PM UTC-6","April 30, 2025 at 2:10:00 PM UTC-6","alexis diaz,masyn winn","https://trends.google.com/trends/explore?q=alexis%20diaz&geo=US&hl=en-US"
"charlie morton","1K+","April 29, 2025 at 6:40:00 PM UTC-6","April 29, 2025 at 7:20:00 PM UTC-6","charlie morton","https://trends.google.com/trends/explore?q=charlie%20morton&geo=US&hl=en-US"
"colt knost","200+","May 3, 2025 at 2:50:00 PM UTC-6","May 3, 2025 at 3:40:00 PM UTC-6","colt knost","https://trends.google.com/trends/explore?q=colt%20knost&geo=US&hl=en-US"
"car accident attorney","200+","May 1, 2025 at 11:50:00 PM UTC-6","May 2, 2025 at 1:00:00 AM UTC-6","car accident attorney","https://trends.google.com/trends/explore?q=car%20accident%20attorney&geo=US&hl=en-US"
"hannah hidalgo","500+","May 2, 2025 at 6:10:00 PM UTC-6","May 2, 2025 at 7:10:00 PM UTC-6","hannah hidalgo","https://trends.google.com/trends/explore?q=hannah%20hidalgo&geo=US&hl=en-US"
"selma blair","200+","May 3, 2025 at 7:20:00 AM UTC-6","May 3, 2025 at 8:20:00 AM UTC-6","selma blair","https://trends.google.com/trends/explore?q=selma%20blair&geo=US&hl=en-US"
"jason blum","500+","May 1, 2025 at 7:10:00 PM UTC-6","May 1, 2025 at 8:10:00 PM UTC-6","jason blum","https://trends.google.com/trends/explore?q=jason%20blum&geo=US&hl=en-US"
"brian kelley","500+","April 30, 2025 at 6:40:00 PM UTC-6","April 30, 2025 at 7:50:00 PM UTC-6","brian kelley","https://trends.google.com/trends/explore?q=brian%20kelley&geo=US&hl=en-US"
"scotiabank arena","500+","May 1, 2025 at 5:20:00 AM UTC-6","May 1, 2025 at 7:10:00 AM UTC-6","scotiabank arena","https://trends.google.com/trends/explore?q=scotiabank%20arena&geo=US&hl=en-US"
"ohtani","500+","May 4, 2025 at 7:10:00 PM UTC-6","May 4, 2025 at 7:30:00 PM UTC-6","ohtani","https://trends.google.com/trends/explore?q=ohtani&geo=US&hl=en-US"
"criminal defense lawyer","200+","May 3, 2025 at 6:20:00 AM UTC-6","May 3, 2025 at 7:00:00 AM UTC-6","criminal defense lawyer","https://trends.google.com/trends/explore?q=criminal%20defense%20lawyer&geo=US&hl=en-US"
"spacex launch today","500+","May 1, 2025 at 7:50:00 PM UTC-6","May 1, 2025 at 8:40:00 PM UTC-6","spacex launch today","https://trends.google.com/trends/explore?q=spacex%20launch%20today&geo=US&hl=en-US"
"zach top","500+","April 30, 2025 at 10:30:00 PM UTC-6","April 30, 2025 at 11:40:00 PM UTC-6","zach top","https://trends.google.com/trends/explore?q=zach%20top&geo=US&hl=en-US"
"mlb the show 25","500+","May 2, 2025 at 1:10:00 PM UTC-6","May 2, 2025 at 2:10:00 PM UTC-6","mlb the show 25","https://trends.google.com/trends/explore?q=mlb%20the%20show%2025&geo=US&hl=en-US"
"when is the world cup","200+","May 3, 2025 at 10:30:00 PM UTC-6","May 3, 2025 at 11:20:00 PM UTC-6","when is the world cup","https://trends.google.com/trends/explore?q=when%20is%20the%20world%20cup&geo=US&hl=en-US"
"nl east standings","500+","April 30, 2025 at 4:00:00 AM UTC-6","April 30, 2025 at 6:10:00 AM UTC-6","nl east standings,al east standings","https://trends.google.com/trends/explore?q=nl%20east%20standings&geo=US&hl=en-US"
"boston","500+","April 29, 2025 at 8:50:00 PM UTC-6","April 29, 2025 at 10:00:00 PM UTC-6","boston","https://trends.google.com/trends/explore?q=boston&geo=US&hl=en-US"
"kevin hart","500+","May 2, 2025 at 9:00:00 PM UTC-6","May 2, 2025 at 9:50:00 PM UTC-6","kevin hart","https://trends.google.com/trends/explore?q=kevin%20hart&geo=US&hl=en-US"
"doge","1K+","May 1, 2025 at 6:30:00 PM UTC-6","May 1, 2025 at 7:10:00 PM UTC-6","doge","https://trends.google.com/trends/explore?q=doge&geo=US&hl=en-US"
"kelly loeffler","500+","May 1, 2025 at 4:40:00 AM UTC-6","May 1, 2025 at 5:50:00 AM UTC-6","kelly loeffler,small business administration","https://trends.google.com/trends/explore?q=kelly%20loeffler&geo=US&hl=en-US"
"aged care","500+","May 1, 2025 at 6:30:00 AM UTC-6","May 1, 2025 at 7:30:00 AM UTC-6","aged care","https://trends.google.com/trends/explore?q=aged%20care&geo=US&hl=en-US"
"pam bondi","2K+","April 29, 2025 at 7:50:00 PM UTC-6","April 29, 2025 at 8:20:00 PM UTC-6","pam bondi","https://trends.google.com/trends/explore?q=pam%20bondi&geo=US&hl=en-US"
"bobbi althoff","200+","May 2, 2025 at 4:00:00 AM UTC-6","May 2, 2025 at 5:40:00 AM UTC-6","bobbi althoff","https://trends.google.com/trends/explore?q=bobbi%20althoff&geo=US&hl=en-US"
"montréal - toronto","500+","April 30, 2025 at 4:20:00 PM UTC-6","April 30, 2025 at 5:30:00 PM UTC-6","montréal - toronto","https://trends.google.com/trends/explore?q=montr%C3%A9al%20-%20toronto&geo=US&hl=en-US"
"toyota center","200+","May 2, 2025 at 10:00:00 PM UTC-6","May 2, 2025 at 11:00:00 PM UTC-6","toyota center","https://trends.google.com/trends/explore?q=toyota%20center&geo=US&hl=en-US"
"jobless claims","500+","May 1, 2025 at 6:30:00 AM UTC-6","May 1, 2025 at 7:50:00 AM UTC-6","jobless claims","https://trends.google.com/trends/explore?q=jobless%20claims&geo=US&hl=en-US"
"toronto","500+","May 1, 2025 at 7:20:00 PM UTC-6","May 1, 2025 at 8:30:00 PM UTC-6","toronto","https://trends.google.com/trends/explore?q=toronto&geo=US&hl=en-US"
"malika andrews","500+","May 2, 2025 at 6:50:00 PM UTC-6","May 2, 2025 at 7:40:00 PM UTC-6","malika andrews","https://trends.google.com/trends/explore?q=malika%20andrews&geo=US&hl=en-US"
"john ratcliffe","500+","May 1, 2025 at 10:10:00 AM UTC-6","May 1, 2025 at 11:20:00 AM UTC-6","john ratcliffe","https://trends.google.com/trends/explore?q=john%20ratcliffe&geo=US&hl=en-US"
"kane brown","500+","April 30, 2025 at 7:00:00 PM UTC-6","April 30, 2025 at 11:20:00 PM UTC-6","kane brown","https://trends.google.com/trends/explore?q=kane%20brown&geo=US&hl=en-US"
"giannis antetokounmpo stats","2K+","April 29, 2025 at 3:50:00 PM UTC-6","April 29, 2025 at 4:20:00 PM UTC-6","giannis antetokounmpo stats","https://trends.google.com/trends/explore?q=giannis%20antetokounmpo%20stats&geo=US&hl=en-US"
"kobe bryant","500+","April 30, 2025 at 10:50:00 PM UTC-6","May 1, 2025 at 12:00:00 AM UTC-6","kobe bryant","https://trends.google.com/trends/explore?q=kobe%20bryant&geo=US&hl=en-US"
"evander kane","200+","May 1, 2025 at 10:40:00 PM UTC-6","May 1, 2025 at 11:40:00 PM UTC-6","evander kane","https://trends.google.com/trends/explore?q=evander%20kane&geo=US&hl=en-US"
"rashad mccants","500+","April 29, 2025 at 11:40:00 PM UTC-6","April 30, 2025 at 6:10:00 AM UTC-6","rashad mccants","https://trends.google.com/trends/explore?q=rashad%20mccants&geo=US&hl=en-US"
"measles symptoms","500+","April 30, 2025 at 9:30:00 PM UTC-6","May 1, 2025 at 5:00:00 AM UTC-6","measles symptoms","https://trends.google.com/trends/explore?q=measles%20symptoms&geo=US&hl=en-US"
"mark henry","500+","April 29, 2025 at 11:30:00 PM UTC-6","April 30, 2025 at 2:00:00 AM UTC-6","mark henry","https://trends.google.com/trends/explore?q=mark%20henry&geo=US&hl=en-US"
"kyle manzardo","1K+","April 29, 2025 at 9:40:00 PM UTC-6","April 29, 2025 at 10:50:00 PM UTC-6","kyle manzardo,guardians score,twins game","https://trends.google.com/trends/explore?q=kyle%20manzardo&geo=US&hl=en-US"
"byu","200+","May 3, 2025 at 6:10:00 PM UTC-6","May 3, 2025 at 6:50:00 PM UTC-6","byu","https://trends.google.com/trends/explore?q=byu&geo=US&hl=en-US"
"jrue holiday","500+","May 2, 2025 at 8:30:00 PM UTC-6","May 2, 2025 at 8:50:00 PM UTC-6","jrue holiday","https://trends.google.com/trends/explore?q=jrue%20holiday&geo=US&hl=en-US"
"disney movies","100+","May 4, 2025 at 1:50:00 AM UTC-6","May 4, 2025 at 2:50:00 AM UTC-6","disney movies","https://trends.google.com/trends/explore?q=disney%20movies&geo=US&hl=en-US"
"one piece 1128 release date","200+","May 4, 2025 at 9:40:00 AM UTC-6","May 4, 2025 at 10:10:00 AM UTC-6","one piece 1128 release date","https://trends.google.com/trends/explore?q=one%20piece%201128%20release%20date&geo=US&hl=en-US"
"pittsburgh public schools","200+","April 30, 2025 at 4:10:00 AM UTC-6","April 30, 2025 at 5:50:00 AM UTC-6","pittsburgh public schools","https://trends.google.com/trends/explore?q=pittsburgh%20public%20schools&geo=US&hl=en-US"
"lecy goranson","500+","May 1, 2025 at 8:30:00 AM UTC-6","May 1, 2025 at 9:40:00 AM UTC-6","lecy goranson","https://trends.google.com/trends/explore?q=lecy%20goranson&geo=US&hl=en-US"
"kenny mcpeek","200+","May 3, 2025 at 4:50:00 PM UTC-6","May 3, 2025 at 5:30:00 PM UTC-6","kenny mcpeek","https://trends.google.com/trends/explore?q=kenny%20mcpeek&geo=US&hl=en-US"
"andrew mccutchen","500+","April 29, 2025 at 6:30:00 PM UTC-6","April 29, 2025 at 7:40:00 PM UTC-6","andrew mccutchen","https://trends.google.com/trends/explore?q=andrew%20mccutchen&geo=US&hl=en-US"
"destination x host","200+","May 3, 2025 at 6:30:00 PM UTC-6","May 3, 2025 at 7:10:00 PM UTC-6","destination x host","https://trends.google.com/trends/explore?q=destination%20x%20host&geo=US&hl=en-US"
"scott turner","500+","April 30, 2025 at 10:10:00 AM UTC-6","April 30, 2025 at 11:20:00 AM UTC-6","scott turner","https://trends.google.com/trends/explore?q=scott%20turner&geo=US&hl=en-US"
"shermichael singleton","500+","April 30, 2025 at 8:30:00 PM UTC-6","April 30, 2025 at 9:40:00 PM UTC-6","shermichael singleton","https://trends.google.com/trends/explore?q=shermichael%20singleton&geo=US&hl=en-US"
"johan rojas","1K+","May 2, 2025 at 7:20:00 PM UTC-6","May 2, 2025 at 8:00:00 PM UTC-6","johan rojas","https://trends.google.com/trends/explore?q=johan%20rojas&geo=US&hl=en-US"
"nba youngboy","100+","May 4, 2025 at 2:00:00 AM UTC-6","May 4, 2025 at 3:00:00 AM UTC-6","nba youngboy","https://trends.google.com/trends/explore?q=nba%20youngboy&geo=US&hl=en-US"
"lala kent","500+","April 30, 2025 at 7:50:00 PM UTC-6","April 30, 2025 at 9:10:00 PM UTC-6","lala kent","https://trends.google.com/trends/explore?q=lala%20kent&geo=US&hl=en-US"
"keith hernandez","500+","April 29, 2025 at 6:50:00 PM UTC-6","April 29, 2025 at 7:50:00 PM UTC-6","keith hernandez","https://trends.google.com/trends/explore?q=keith%20hernandez&geo=US&hl=en-US"
"christina aguilera","500+","May 2, 2025 at 12:50:00 AM UTC-6","May 2, 2025 at 4:20:00 AM UTC-6","christina aguilera,the daily mail","https://trends.google.com/trends/explore?q=christina%20aguilera&geo=US&hl=en-US"
"marvel rivals patch notes","200+","April 30, 2025 at 3:00:00 AM UTC-6","April 30, 2025 at 4:30:00 AM UTC-6","marvel rivals patch notes","https://trends.google.com/trends/explore?q=marvel%20rivals%20patch%20notes&geo=US&hl=en-US"
"dte","500+","May 1, 2025 at 4:40:00 AM UTC-6","May 1, 2025 at 6:10:00 AM UTC-6","dte","https://trends.google.com/trends/explore?q=dte&geo=US&hl=en-US"
"st louis cardinals","1K+","April 30, 2025 at 6:20:00 PM UTC-6","April 30, 2025 at 7:20:00 PM UTC-6","st louis cardinals","https://trends.google.com/trends/explore?q=st%20louis%20cardinals&geo=US&hl=en-US"
"kisd","500+","May 2, 2025 at 1:10:00 PM UTC-6","May 2, 2025 at 2:00:00 PM UTC-6","kisd","https://trends.google.com/trends/explore?q=kisd&geo=US&hl=en-US"
