"Trends","Search volume","Started","Ended","Trend breakdown","Explore link"
"desfile 1 de mayo","1K+","May 1, 2025 at 7:00:00 AM UTC-6","May 1, 2025 at 1:00:00 PM UTC-6","desfile 1 de mayo","https://trends.google.com/trends/explore?q=desfile%201%20de%20mayo&geo=MX&hl=en-US"
"arda güler","200+","May 4, 2025 at 6:40:00 AM UTC-6","May 4, 2025 at 9:20:00 AM UTC-6","arda güler","https://trends.google.com/trends/explore?q=arda%20g%C3%BCler&geo=MX&hl=en-US"
"jana gutiérrez","200+","May 4, 2025 at 6:40:00 PM UTC-6","May 5, 2025 at 7:30:00 AM UTC-6","jana gutiérrez","https://trends.google.com/trends/explore?q=jana%20guti%C3%A9rrez&geo=MX&hl=en-US"
"beca benito juárez","1K+","April 29, 2025 at 7:30:00 PM UTC-6","May 1, 2025 at 2:20:00 AM UTC-6","beca benito juárez","https://trends.google.com/trends/explore?q=beca%20benito%20ju%C3%A1rez&geo=MX&hl=en-US"
"blake lively","1K+","May 1, 2025 at 3:30:00 PM UTC-6","May 2, 2025 at 1:00:00 AM UTC-6","blake lively","https://trends.google.com/trends/explore?q=blake%20lively&geo=MX&hl=en-US"
"george russell","500+","May 4, 2025 at 3:40:00 PM UTC-6","May 4, 2025 at 5:00:00 PM UTC-6","george russell","https://trends.google.com/trends/explore?q=george%20russell&geo=MX&hl=en-US"
"toronto - montréal","1K+","April 30, 2025 at 4:20:00 PM UTC-6","April 30, 2025 at 9:20:00 PM UTC-6","toronto - montréal","https://trends.google.com/trends/explore?q=toronto%20-%20montr%C3%A9al&geo=MX&hl=en-US"
"jenna ortega","100+","May 6, 2025 at 12:40:00 AM UTC-6","May 6, 2025 at 1:20:00 AM UTC-6","jenna ortega","https://trends.google.com/trends/explore?q=jenna%20ortega&geo=MX&hl=en-US"
"rafael leão","200+","May 5, 2025 at 2:50:00 PM UTC-6","May 5, 2025 at 3:50:00 PM UTC-6","rafael leão","https://trends.google.com/trends/explore?q=rafael%20le%C3%A3o&geo=MX&hl=en-US"
"declaracion anual sat","5K+","April 30, 2025 at 9:20:00 PM UTC-6","May 1, 2025 at 12:00:00 AM UTC-6","declaracion anual sat,declaracion anual,que pasa si no hago mi declaracion anual en abril,que pasa si no presento mi declaracion anual,sat declaración anual","https://trends.google.com/trends/explore?q=declaracion%20anual%20sat&geo=MX&hl=en-US"
"labor day","1K+","May 1, 2025 at 7:00:00 AM UTC-6","May 1, 2025 at 2:30:00 PM UTC-6","labor day","https://trends.google.com/trends/explore?q=labor%20day&geo=MX&hl=en-US"
"désiré doué","2K+","April 29, 2025 at 12:20:00 PM UTC-6","April 29, 2025 at 4:40:00 PM UTC-6","désiré doué,paris sg","https://trends.google.com/trends/explore?q=d%C3%A9sir%C3%A9%20dou%C3%A9&geo=MX&hl=en-US"
"dortmund","500+","May 3, 2025 at 10:10:00 AM UTC-6","May 3, 2025 at 1:20:00 PM UTC-6","dortmund","https://trends.google.com/trends/explore?q=dortmund&geo=MX&hl=en-US"
"peculado","2K+","April 29, 2025 at 11:00:00 AM UTC-6","April 29, 2025 at 4:10:00 PM UTC-6","peculado","https://trends.google.com/trends/explore?q=peculado&geo=MX&hl=en-US"
"estadísticas de jugadores de partidos de oklahoma city thunder contra denver nuggets","100+","May 5, 2025 at 10:50:00 PM UTC-6","May 5, 2025 at 11:20:00 PM UTC-6","estadísticas de jugadores de partidos de oklahoma city thunder contra denver nuggets","https://trends.google.com/trends/explore?q=estad%C3%ADsticas%20de%20jugadores%20de%20partidos%20de%20oklahoma%20city%20thunder%20contra%20denver%20nuggets&geo=MX&hl=en-US"
"cory sandhagen","500+","May 3, 2025 at 10:30:00 PM UTC-6","May 4, 2025 at 12:20:00 AM UTC-6","cory sandhagen,deiveson figueiredo","https://trends.google.com/trends/explore?q=cory%20sandhagen&geo=MX&hl=en-US"
"astros - tigers","1K+","April 29, 2025 at 6:10:00 PM UTC-6","April 30, 2025 at 2:10:00 PM UTC-6","astros - tigers","https://trends.google.com/trends/explore?q=astros%20-%20tigers&geo=MX&hl=en-US"
"tim burton","200+","May 4, 2025 at 2:40:00 PM UTC-6","May 4, 2025 at 5:00:00 PM UTC-6","tim burton","https://trends.google.com/trends/explore?q=tim%20burton&geo=MX&hl=en-US"
"anthony joshua","1K+","May 3, 2025 at 9:20:00 PM UTC-6","May 3, 2025 at 10:30:00 PM UTC-6","anthony joshua","https://trends.google.com/trends/explore?q=anthony%20joshua&geo=MX&hl=en-US"
"white sox - astros","200+","May 4, 2025 at 12:10:00 PM UTC-6","May 4, 2025 at 5:20:00 PM UTC-6","white sox - astros","https://trends.google.com/trends/explore?q=white%20sox%20-%20astros&geo=MX&hl=en-US"
"qué se celebra el 5 de mayo","1K+","May 2, 2025 at 2:00:00 PM UTC-6","May 2, 2025 at 7:50:00 PM UTC-6","qué se celebra el 5 de mayo,que se festeja el 5 de mayo","https://trends.google.com/trends/explore?q=qu%C3%A9%20se%20celebra%20el%205%20de%20mayo&geo=MX&hl=en-US"
"chicago fire - orlando city","500+","May 3, 2025 at 7:00:00 PM UTC-6","May 3, 2025 at 11:00:00 PM UTC-6","chicago fire - orlando city,chicago fire fc,orlando city","https://trends.google.com/trends/explore?q=chicago%20fire%20-%20orlando%20city&geo=MX&hl=en-US"
"botafogo - capital clube de futebol","1K+","April 30, 2025 at 3:20:00 PM UTC-6","April 30, 2025 at 7:50:00 PM UTC-6","botafogo - capital clube de futebol","https://trends.google.com/trends/explore?q=botafogo%20-%20capital%20clube%20de%20futebol&geo=MX&hl=en-US"
"puerto rico","500+","May 3, 2025 at 9:20:00 PM UTC-6","May 3, 2025 at 11:40:00 PM UTC-6","puerto rico","https://trends.google.com/trends/explore?q=puerto%20rico&geo=MX&hl=en-US"
"daniela castro","200+","May 5, 2025 at 1:30:00 PM UTC-6","May 5, 2025 at 2:30:00 PM UTC-6","daniela castro","https://trends.google.com/trends/explore?q=daniela%20castro&geo=MX&hl=en-US"
"dapper dan","200+","May 5, 2025 at 6:40:00 PM UTC-6","May 5, 2025 at 7:10:00 PM UTC-6","dapper dan","https://trends.google.com/trends/explore?q=dapper%20dan&geo=MX&hl=en-US"
"arnold schwarzenegger","100+","May 5, 2025 at 5:50:00 PM UTC-6","May 5, 2025 at 6:40:00 PM UTC-6","arnold schwarzenegger","https://trends.google.com/trends/explore?q=arnold%20schwarzenegger&geo=MX&hl=en-US"
"premier league","5K+","May 2, 2025 at 3:00:00 PM UTC-6","May 2, 2025 at 3:50:00 PM UTC-6","premier league","https://trends.google.com/trends/explore?q=premier%20league&geo=MX&hl=en-US"
"são paulo - fortaleza","1K+","May 2, 2025 at 6:00:00 PM UTC-6","May 2, 2025 at 9:00:00 PM UTC-6","são paulo - fortaleza,sao paulo fc,sao paulo vs fortaleza","https://trends.google.com/trends/explore?q=s%C3%A3o%20paulo%20-%20fortaleza&geo=MX&hl=en-US"
"newell's - huracán","2K+","April 29, 2025 at 3:30:00 PM UTC-6","April 29, 2025 at 8:10:00 PM UTC-6","newell's - huracán,newells vs huracan,newells,huracan","https://trends.google.com/trends/explore?q=newell%27s%20-%20hurac%C3%A1n&geo=MX&hl=en-US"
"donda 2","1K+","April 29, 2025 at 9:00:00 PM UTC-6","April 30, 2025 at 11:00:00 AM UTC-6","donda 2","https://trends.google.com/trends/explore?q=donda%202&geo=MX&hl=en-US"
"dia de las madres","1K+","May 2, 2025 at 8:50:00 AM UTC-6","May 2, 2025 at 9:00:00 PM UTC-6","dia de las madres","https://trends.google.com/trends/explore?q=dia%20de%20las%20madres&geo=MX&hl=en-US"
"lincoln city - wrexham","500+","May 3, 2025 at 8:30:00 AM UTC-6","May 3, 2025 at 11:30:00 AM UTC-6","lincoln city - wrexham","https://trends.google.com/trends/explore?q=lincoln%20city%20-%20wrexham&geo=MX&hl=en-US"
"fluminense","500+","May 3, 2025 at 4:00:00 PM UTC-6","May 3, 2025 at 6:40:00 PM UTC-6","fluminense","https://trends.google.com/trends/explore?q=fluminense&geo=MX&hl=en-US"
"devoluciones sat","200+","May 5, 2025 at 9:40:00 AM UTC-6","May 5, 2025 at 10:40:00 AM UTC-6","devoluciones sat","https://trends.google.com/trends/explore?q=devoluciones%20sat&geo=MX&hl=en-US"
"robert lewandowski","1K+","May 4, 2025 at 8:00:00 AM UTC-6","May 4, 2025 at 10:50:00 AM UTC-6","robert lewandowski,lewandowski","https://trends.google.com/trends/explore?q=robert%20lewandowski&geo=MX&hl=en-US"
"real valladolid","500+","May 3, 2025 at 12:40:00 PM UTC-6","May 3, 2025 at 3:40:00 PM UTC-6","real valladolid","https://trends.google.com/trends/explore?q=real%20valladolid&geo=MX&hl=en-US"
"tvazteca","500+","May 3, 2025 at 9:30:00 PM UTC-6","May 3, 2025 at 11:50:00 PM UTC-6","tvazteca","https://trends.google.com/trends/explore?q=tvazteca&geo=MX&hl=en-US"
"rangers - mariners","500+","May 2, 2025 at 7:00:00 PM UTC-6","May 2, 2025 at 11:00:00 PM UTC-6","rangers - mariners","https://trends.google.com/trends/explore?q=rangers%20-%20mariners&geo=MX&hl=en-US"
"temblor hoy méxico 2025","2K+","May 3, 2025 at 2:30:00 PM UTC-6","May 3, 2025 at 4:00:00 PM UTC-6","temblor hoy méxico 2025,sismo temblor hoy,temblor hoy","https://trends.google.com/trends/explore?q=temblor%20hoy%20m%C3%A9xico%202025&geo=MX&hl=en-US"
"blue jays - red sox","2K+","April 29, 2025 at 5:10:00 PM UTC-6","April 29, 2025 at 9:50:00 PM UTC-6","blue jays - red sox","https://trends.google.com/trends/explore?q=blue%20jays%20-%20red%20sox&geo=MX&hl=en-US"
"la galaxy","200+","May 4, 2025 at 5:30:00 PM UTC-6","May 4, 2025 at 7:40:00 PM UTC-6","la galaxy","https://trends.google.com/trends/explore?q=la%20galaxy&geo=MX&hl=en-US"
"gala montes","1K+","May 1, 2025 at 9:30:00 AM UTC-6","May 3, 2025 at 1:50:00 AM UTC-6","gala montes","https://trends.google.com/trends/explore?q=gala%20montes&geo=MX&hl=en-US"
"fernando reina","500+","May 1, 2025 at 7:00:00 PM UTC-6","May 2, 2025 at 10:00:00 AM UTC-6","fernando reina","https://trends.google.com/trends/explore?q=fernando%20reina&geo=MX&hl=en-US"
"platense - talleres","2K+","April 29, 2025 at 3:50:00 PM UTC-6","April 29, 2025 at 7:30:00 PM UTC-6","platense - talleres,platense vs talleres,platense vs,platense","https://trends.google.com/trends/explore?q=platense%20-%20talleres&geo=MX&hl=en-US"
"horario del metro 5 de mayo 2025","200+","May 5, 2025 at 4:40:00 AM UTC-6","May 5, 2025 at 7:10:00 AM UTC-6","horario del metro 5 de mayo 2025","https://trends.google.com/trends/explore?q=horario%20del%20metro%205%20de%20mayo%202025&geo=MX&hl=en-US"
"s. d. huesca - real oviedo","500+","May 3, 2025 at 8:50:00 AM UTC-6","May 3, 2025 at 11:40:00 AM UTC-6","s. d. huesca - real oviedo","https://trends.google.com/trends/explore?q=s.%20d.%20huesca%20-%20real%20oviedo&geo=MX&hl=en-US"
"nick jonas","200+","May 5, 2025 at 6:30:00 PM UTC-6","May 5, 2025 at 7:00:00 PM UTC-6","nick jonas","https://trends.google.com/trends/explore?q=nick%20jonas&geo=MX&hl=en-US"
"torino fc","1K+","May 2, 2025 at 12:50:00 PM UTC-6","May 2, 2025 at 4:00:00 PM UTC-6","torino fc","https://trends.google.com/trends/explore?q=torino%20fc&geo=MX&hl=en-US"
"ruud","1K+","May 4, 2025 at 12:20:00 PM UTC-6","May 4, 2025 at 2:20:00 PM UTC-6","ruud,mutua madrid open 2025,madrid open","https://trends.google.com/trends/explore?q=ruud&geo=MX&hl=en-US"
"ray ban meta","500+","May 2, 2025 at 1:10:00 PM UTC-6","May 3, 2025 at 1:30:00 AM UTC-6","ray ban meta","https://trends.google.com/trends/explore?q=ray%20ban%20meta&geo=MX&hl=en-US"
"strasbourg vs psg","500+","May 3, 2025 at 9:30:00 AM UTC-6","May 3, 2025 at 12:20:00 PM UTC-6","strasbourg vs psg,psg vs strasbourg","https://trends.google.com/trends/explore?q=strasbourg%20vs%20psg&geo=MX&hl=en-US"
"2 de mayo","500+","May 2, 2025 at 6:50:00 AM UTC-6","May 2, 2025 at 3:20:00 PM UTC-6","2 de mayo","https://trends.google.com/trends/explore?q=2%20de%20mayo&geo=MX&hl=en-US"
"red sox - twins","500+","May 2, 2025 at 5:40:00 PM UTC-6","May 2, 2025 at 9:40:00 PM UTC-6","red sox - twins","https://trends.google.com/trends/explore?q=red%20sox%20-%20twins&geo=MX&hl=en-US"
"giants - rockies","200+","May 4, 2025 at 2:20:00 PM UTC-6","May 4, 2025 at 5:20:00 PM UTC-6","giants - rockies","https://trends.google.com/trends/explore?q=giants%20-%20rockies&geo=MX&hl=en-US"
"nice fc","1K+","May 2, 2025 at 1:00:00 PM UTC-6","May 2, 2025 at 4:00:00 PM UTC-6","nice fc,nice vs","https://trends.google.com/trends/explore?q=nice%20fc&geo=MX&hl=en-US"
"kristine barnett","1K+","April 30, 2025 at 9:50:00 PM UTC-6","May 1, 2025 at 2:50:00 AM UTC-6","kristine barnett,natalia grace","https://trends.google.com/trends/explore?q=kristine%20barnett&geo=MX&hl=en-US"
"astros","500+","May 3, 2025 at 12:40:00 PM UTC-6","May 3, 2025 at 3:30:00 PM UTC-6","astros","https://trends.google.com/trends/explore?q=astros&geo=MX&hl=en-US"
"nintendo switch","1K+","May 1, 2025 at 4:50:00 PM UTC-6","May 1, 2025 at 8:00:00 PM UTC-6","nintendo switch","https://trends.google.com/trends/explore?q=nintendo%20switch&geo=MX&hl=en-US"
"lunes 5 de mayo","200+","May 4, 2025 at 9:50:00 PM UTC-6","May 4, 2025 at 11:00:00 PM UTC-6","lunes 5 de mayo","https://trends.google.com/trends/explore?q=lunes%205%20de%20mayo&geo=MX&hl=en-US"
"fluminense - sport recife","500+","May 3, 2025 at 3:50:00 PM UTC-6","May 3, 2025 at 6:40:00 PM UTC-6","fluminense - sport recife","https://trends.google.com/trends/explore?q=fluminense%20-%20sport%20recife&geo=MX&hl=en-US"
"adam sandler","500+","May 3, 2025 at 11:30:00 PM UTC-6","May 4, 2025 at 1:30:00 AM UTC-6","adam sandler","https://trends.google.com/trends/explore?q=adam%20sandler&geo=MX&hl=en-US"
"demi moore","100+","May 5, 2025 at 6:00:00 PM UTC-6","May 5, 2025 at 6:40:00 PM UTC-6","demi moore","https://trends.google.com/trends/explore?q=demi%20moore&geo=MX&hl=en-US"
"toro fernández","200+","May 4, 2025 at 1:50:00 PM UTC-6","May 4, 2025 at 9:00:00 PM UTC-6","toro fernández","https://trends.google.com/trends/explore?q=toro%20fern%C3%A1ndez&geo=MX&hl=en-US"
"gsw","500+","May 2, 2025 at 8:00:00 PM UTC-6","May 2, 2025 at 11:10:00 PM UTC-6","gsw","https://trends.google.com/trends/explore?q=gsw&geo=MX&hl=en-US"
"mönchengladbach - hoffenheim","500+","May 3, 2025 at 8:20:00 AM UTC-6","May 3, 2025 at 10:50:00 AM UTC-6","mönchengladbach - hoffenheim,borussia mönchengladbach","https://trends.google.com/trends/explore?q=m%C3%B6nchengladbach%20-%20hoffenheim&geo=MX&hl=en-US"
"bo nickal","500+","May 3, 2025 at 10:20:00 PM UTC-6","May 4, 2025 at 12:10:00 AM UTC-6","bo nickal,reinier de ridder","https://trends.google.com/trends/explore?q=bo%20nickal&geo=MX&hl=en-US"
"reds - nationals","1K+","May 2, 2025 at 4:20:00 PM UTC-6","May 2, 2025 at 10:00:00 PM UTC-6","reds - nationals","https://trends.google.com/trends/explore?q=reds%20-%20nationals&geo=MX&hl=en-US"
"rangers - celtic f. c.","200+","May 4, 2025 at 6:30:00 AM UTC-6","May 4, 2025 at 9:10:00 AM UTC-6","rangers - celtic f. c.","https://trends.google.com/trends/explore?q=rangers%20-%20celtic%20f.%20c.&geo=MX&hl=en-US"
"clima miami","200+","May 4, 2025 at 1:00:00 PM UTC-6","May 4, 2025 at 3:00:00 PM UTC-6","clima miami","https://trends.google.com/trends/explore?q=clima%20miami&geo=MX&hl=en-US"
"leicester","500+","May 3, 2025 at 8:30:00 AM UTC-6","May 3, 2025 at 11:10:00 AM UTC-6","leicester,leicester city vs southampton,leicester city","https://trends.google.com/trends/explore?q=leicester&geo=MX&hl=en-US"
"benfica vs","500+","May 3, 2025 at 1:50:00 PM UTC-6","May 3, 2025 at 4:10:00 PM UTC-6","benfica vs","https://trends.google.com/trends/explore?q=benfica%20vs&geo=MX&hl=en-US"
"incendio tlaquepaque","2K+","April 30, 2025 at 10:10:00 PM UTC-6","May 1, 2025 at 1:20:00 AM UTC-6","incendio tlaquepaque,incendio guadalajara,incendio guadalajara hoy,trafico zmg","https://trends.google.com/trends/explore?q=incendio%20tlaquepaque&geo=MX&hl=en-US"
"gignac","1K+","May 1, 2025 at 8:20:00 PM UTC-6","May 1, 2025 at 11:20:00 PM UTC-6","gignac","https://trends.google.com/trends/explore?q=gignac&geo=MX&hl=en-US"
"khvicha kvaratskhelia","2K+","April 29, 2025 at 12:40:00 PM UTC-6","April 29, 2025 at 4:10:00 PM UTC-6","khvicha kvaratskhelia,kvaratskhelia","https://trends.google.com/trends/explore?q=khvicha%20kvaratskhelia&geo=MX&hl=en-US"
"cadillac f1 team","500+","May 3, 2025 at 6:40:00 PM UTC-6","May 3, 2025 at 8:40:00 PM UTC-6","cadillac f1 team","https://trends.google.com/trends/explore?q=cadillac%20f1%20team&geo=MX&hl=en-US"
"que se celebra hoy","200+","May 5, 2025 at 7:20:00 AM UTC-6","May 5, 2025 at 8:30:00 AM UTC-6","que se celebra hoy","https://trends.google.com/trends/explore?q=que%20se%20celebra%20hoy&geo=MX&hl=en-US"
"dc united - colorado","500+","May 3, 2025 at 6:30:00 PM UTC-6","May 3, 2025 at 9:00:00 PM UTC-6","dc united - colorado,dc united","https://trends.google.com/trends/explore?q=dc%20united%20-%20colorado&geo=MX&hl=en-US"
"novorizontino - corinthians","1K+","April 30, 2025 at 5:50:00 PM UTC-6","April 30, 2025 at 10:00:00 PM UTC-6","novorizontino - corinthians","https://trends.google.com/trends/explore?q=novorizontino%20-%20corinthians&geo=MX&hl=en-US"
"porto fc","500+","May 2, 2025 at 1:20:00 PM UTC-6","May 2, 2025 at 4:10:00 PM UTC-6","porto fc","https://trends.google.com/trends/explore?q=porto%20fc&geo=MX&hl=en-US"
"astros","500+","May 2, 2025 at 6:40:00 PM UTC-6","May 2, 2025 at 9:40:00 PM UTC-6","astros","https://trends.google.com/trends/explore?q=astros&geo=MX&hl=en-US"
"clima xalapa","1K+","May 3, 2025 at 3:30:00 PM UTC-6","May 3, 2025 at 4:50:00 PM UTC-6","clima xalapa","https://trends.google.com/trends/explore?q=clima%20xalapa&geo=MX&hl=en-US"
"yann aurel bisseck","1K+","April 30, 2025 at 12:20:00 PM UTC-6","April 30, 2025 at 4:00:00 PM UTC-6","yann aurel bisseck","https://trends.google.com/trends/explore?q=yann%20aurel%20bisseck&geo=MX&hl=en-US"
"frankfurt fc","200+","May 4, 2025 at 12:40:00 PM UTC-6","May 4, 2025 at 2:20:00 PM UTC-6","frankfurt fc","https://trends.google.com/trends/explore?q=frankfurt%20fc&geo=MX&hl=en-US"
"dean huijsen","500+","May 3, 2025 at 12:00:00 PM UTC-6","May 3, 2025 at 2:10:00 PM UTC-6","dean huijsen","https://trends.google.com/trends/explore?q=dean%20huijsen&geo=MX&hl=en-US"
"argentinos jrs. - estudiantes","500+","May 2, 2025 at 12:50:00 PM UTC-6","May 2, 2025 at 3:50:00 PM UTC-6","argentinos jrs. - estudiantes","https://trends.google.com/trends/explore?q=argentinos%20jrs.%20-%20estudiantes&geo=MX&hl=en-US"
"horario metro cdmx","1K+","May 1, 2025 at 8:10:00 AM UTC-6","May 1, 2025 at 11:50:00 AM UTC-6","horario metro cdmx","https://trends.google.com/trends/explore?q=horario%20metro%20cdmx&geo=MX&hl=en-US"
"alianza lima - cienciano","500+","May 2, 2025 at 6:30:00 PM UTC-6","May 2, 2025 at 9:40:00 PM UTC-6","alianza lima - cienciano","https://trends.google.com/trends/explore?q=alianza%20lima%20-%20cienciano&geo=MX&hl=en-US"
"blake lively","1K+","May 2, 2025 at 10:20:00 PM UTC-6","May 3, 2025 at 12:50:00 AM UTC-6","blake lively,another simple favor","https://trends.google.com/trends/explore?q=blake%20lively&geo=MX&hl=en-US"
"anthony edwards","1K+","April 30, 2025 at 9:10:00 PM UTC-6","May 1, 2025 at 12:30:00 AM UTC-6","anthony edwards,minnesota timberwolves","https://trends.google.com/trends/explore?q=anthony%20edwards&geo=MX&hl=en-US"
"clima saltillo","2K+","May 1, 2025 at 1:00:00 PM UTC-6","May 1, 2025 at 2:30:00 PM UTC-6","clima saltillo","https://trends.google.com/trends/explore?q=clima%20saltillo&geo=MX&hl=en-US"
"niza vs","500+","May 2, 2025 at 12:50:00 PM UTC-6","May 2, 2025 at 4:10:00 PM UTC-6","niza vs,niza","https://trends.google.com/trends/explore?q=niza%20vs&geo=MX&hl=en-US"
"capufe","1K+","April 30, 2025 at 4:30:00 PM UTC-6","May 1, 2025 at 12:40:00 AM UTC-6","capufe","https://trends.google.com/trends/explore?q=capufe&geo=MX&hl=en-US"
"deossa","200+","May 4, 2025 at 9:30:00 PM UTC-6","May 4, 2025 at 10:40:00 PM UTC-6","deossa","https://trends.google.com/trends/explore?q=deossa&geo=MX&hl=en-US"
"gerard martín","1K+","April 30, 2025 at 12:30:00 PM UTC-6","April 30, 2025 at 3:30:00 PM UTC-6","gerard martín","https://trends.google.com/trends/explore?q=gerard%20mart%C3%ADn&geo=MX&hl=en-US"
"aristegui en vivo","1K+","May 1, 2025 at 7:10:00 AM UTC-6","May 1, 2025 at 11:10:00 AM UTC-6","aristegui en vivo,alberto ciurana","https://trends.google.com/trends/explore?q=aristegui%20en%20vivo&geo=MX&hl=en-US"
"fox sports","1K+","May 1, 2025 at 7:00:00 PM UTC-6","May 1, 2025 at 9:50:00 PM UTC-6","fox sports","https://trends.google.com/trends/explore?q=fox%20sports&geo=MX&hl=en-US"
